# chassis
SFP+:C4:1511.00	SFP+ CWDM (40 km, 1511.00 nm)	4000
SFP+:C4:1531.00	SFP+ CWDM (40 km, 1531.00 nm)	4000
SFP+:C4:1551.00	SFP+ CWDM (40 km, 1551.00 nm)	4000
SFP+:C4:1571.00	SFP+ CWDM (40 km, 1571.00 nm)	4000
SFP+:C4:1591.00	SFP+ CWDM (40 km, 1591.00 nm)	4000
SFP+:C4:1611.00	SFP+ CWDM (40 km, 1611.00 nm)	4000
SFP+:C8:1471.00	SFP+ CWDM (80 km, 1471.00 nm)	6000
SFP+:C8:1491.00	SFP+ CWDM (80 km, 1491.00 nm)	6000
SFP+:C8:1511.00	SFP+ CWDM (80 km, 1511.00 nm)	6000
SFP+:C8:1531.00	SFP+ CWDM (80 km, 1531.00 nm)	6000
SFP+:C8:1551.00	SFP+ CWDM (80 km, 1551.00 nm)	6000
SFP+:C8:1571.00	SFP+ CWDM (80 km, 1571.00 nm)	6000
SFP+:C8:1591.00	SFP+ CWDM (80 km, 1591.00 nm)	6000
SFP+:C8:1611.00	SFP+ CWDM (80 km, 1611.00 nm)	6000
SFP+:D4:1528.77	SFP+ DWDM (40 km, 1528.77 nm)	5000
SFP+:D4:1529.55	SFP+ DWDM (40 km, 1529.55 nm)	5000
SFP+:D4:1530.33	SFP+ DWDM (40 km, 1530.33 nm)	5000
SFP+:D4:1531.12	SFP+ DWDM (40 km, 1531.12 nm)	5000
SFP+:D4:1531.90	SFP+ DWDM (40 km, 1531.90 nm)	5000
SFP+:D4:1532.68	SFP+ DWDM (40 km, 1532.68 nm)	5000
SFP+:D4:1533.47	SFP+ DWDM (40 km, 1533.47 nm)	5000
SFP+:D4:1534.25	SFP+ DWDM (40 km, 1534.25 nm)	5000
SFP+:D4:1536.04	SFP+ DWDM (40 km, 1536.04 nm)	5000
SFP+:D4:1535.82	SFP+ DWDM (40 km, 1535.82 nm)	5000
SFP+:D4:1536.61	SFP+ DWDM (40 km, 1536.61 nm)	5000
SFP+:D4:1537.40	SFP+ DWDM (40 km, 1537.40 nm)	5000
SFP+:D4:1538.19	SFP+ DWDM (40 km, 1538.19 nm)	5000
SFP+:D4:1538.98	SFP+ DWDM (40 km, 1538.98 nm)	5000
SFP+:D4:1539.77	SFP+ DWDM (40 km, 1539.77 nm)	5000
SFP+:D4:1540.56	SFP+ DWDM (40 km, 1540.56 nm)	5000
SFP+:D4:1541.35	SFP+ DWDM (40 km, 1541.35 nm)	5000
SFP+:D4:1542.94	SFP+ DWDM (40 km, 1542.94 nm)	5000
SFP+:D4:1543.73	SFP+ DWDM (40 km, 1543.73 nm)	5000
SFP+:D4:1544.53	SFP+ DWDM (40 km, 1544.53 nm)	5000
SFP+:D4:1545.32	SFP+ DWDM (40 km, 1545.32 nm)	5000
SFP+:D4:1546.12	SFP+ DWDM (40 km, 1546.12 nm)	5000
SFP+:D4:1546.92	SFP+ DWDM (40 km, 1546.92 nm)	5000
SFP+:D4:1547.72	SFP+ DWDM (40 km, 1547.72 nm)	5000
SFP+:D4:1548.51	SFP+ DWDM (40 km, 1548.51 nm)	5000
SFP+:D4:1549.32	SFP+ DWDM (40 km, 1549.32 nm)	5000
SFP+:D4:1550.12	SFP+ DWDM (40 km, 1550.12 nm)	5000
SFP+:D4:1551.72	SFP+ DWDM (40 km, 1551.72 nm)	5000
SFP+:D4:1552.52	SFP+ DWDM (40 km, 1552.52 nm)	5000
SFP+:D4:1553.33	SFP+ DWDM (40 km, 1553.33 nm)	5000
SFP+:D4:1554.13	SFP+ DWDM (40 km, 1554.13 nm)	5000
SFP+:D4:1554.94	SFP+ DWDM (40 km, 1554.94 nm)	5000
SFP+:D4:1555.75	SFP+ DWDM (40 km, 1555.75 nm)	5000
SFP+:D4:1556.55	SFP+ DWDM (40 km, 1556.55 nm)	5000
SFP+:D4:1557.36	SFP+ DWDM (40 km, 1557.36 nm)	5000
SFP+:D4:1558.17	SFP+ DWDM (40 km, 1558.17 nm)	5000
SFP+:D4:1558.98	SFP+ DWDM (40 km, 1558.98 nm)	5000
SFP+:D4:1559.79	SFP+ DWDM (40 km, 1559.79 nm)	5000
SFP+:D4:1560.61	SFP+ DWDM (40 km, 1560.61 nm)	5000
SFP+:D4:1561.42	SFP+ DWDM (40 km, 1561.42 nm)	5000
SFP+:D4:1562.23	SFP+ DWDM (40 km, 1562.23 nm)	5000
SFP+:D4:1563.05	SFP+ DWDM (40 km, 1563.05 nm)	5000
SFP+:D4:1563.86	SFP+ DWDM (40 km, 1563.86 nm)	5000
SFP+:D8:1528.77	SFP+ DWDM (80 km, 1528.77 nm)	7000
SFP+:D8:1529.55	SFP+ DWDM (80 km, 1529.55 nm)	7000
SFP+:D8:1530.33	SFP+ DWDM (80 km, 1530.33 nm)	7000
SFP+:D8:1531.12	SFP+ DWDM (80 km, 1531.12 nm)	7000
SFP+:D8:1531.90	SFP+ DWDM (80 km, 1531.90 nm)	5000
SFP+:D8:1532.68	SFP+ DWDM (80 km, 1532.68 nm)	7000
SFP+:D8:1533.47	SFP+ DWDM (80 km, 1533.47 nm)	7000
SFP+:D8:1534.25	SFP+ DWDM (80 km, 1534.25 nm)	7000
SFP+:D8:1536.04	SFP+ DWDM (80 km, 1536.04 nm)	7000
SFP+:D8:1535.82	SFP+ DWDM (80 km, 1535.82 nm)	7000
SFP+:D8:1536.61	SFP+ DWDM (80 km, 1536.61 nm)	7000
SFP+:D8:1537.40	SFP+ DWDM (80 km, 1537.40 nm)	7000
SFP+:D8:1538.19	SFP+ DWDM (80 km, 1538.19 nm)	7000
SFP+:D8:1538.98	SFP+ DWDM (80 km, 1538.98 nm)	7000
SFP+:D8:1539.77	SFP+ DWDM (80 km, 1539.77 nm)	7000
SFP+:D8:1540.56	SFP+ DWDM (80 km, 1540.56 nm)	7000
SFP+:D8:1541.35	SFP+ DWDM (80 km, 1541.35 nm)	7000
SFP+:D8:1542.94	SFP+ DWDM (80 km, 1542.94 nm)	7000
SFP+:D8:1543.73	SFP+ DWDM (80 km, 1543.73 nm)	7000
SFP+:D8:1544.53	SFP+ DWDM (80 km, 1544.53 nm)	7000
SFP+:D8:1545.32	SFP+ DWDM (80 km, 1545.32 nm)	7000
SFP+:D8:1546.12	SFP+ DWDM (80 km, 1546.12 nm)	7000
SFP+:D8:1546.92	SFP+ DWDM (80 km, 1546.92 nm)	7000
SFP+:D8:1547.72	SFP+ DWDM (80 km, 1547.72 nm)	7000
SFP+:D8:1548.51	SFP+ DWDM (80 km, 1548.51 nm)	7000
SFP+:D8:1549.32	SFP+ DWDM (80 km, 1549.32 nm)	7000
SFP+:D8:1550.12	SFP+ DWDM (80 km, 1550.12 nm)	7000
SFP+:D8:1551.72	SFP+ DWDM (80 km, 1551.72 nm)	7000
SFP+:D8:1552.52	SFP+ DWDM (80 km, 1552.52 nm)	7000
SFP+:D8:1553.33	SFP+ DWDM (80 km, 1553.33 nm)	7000
SFP+:D8:1554.13	SFP+ DWDM (80 km, 1554.13 nm)	7000
SFP+:D8:1554.94	SFP+ DWDM (80 km, 1554.94 nm)	7000
SFP+:D8:1555.75	SFP+ DWDM (80 km, 1555.75 nm)	7000
SFP+:D8:1556.55	SFP+ DWDM (80 km, 1556.55 nm)	7000
SFP+:D8:1557.36	SFP+ DWDM (80 km, 1557.36 nm)	7000
SFP+:D8:1558.17	SFP+ DWDM (80 km, 1558.17 nm)	7000
SFP+:D8:1558.98	SFP+ DWDM (80 km, 1558.98 nm)	7000
SFP+:D8:1559.79	SFP+ DWDM (80 km, 1559.79 nm)	7000
SFP+:D8:1560.61	SFP+ DWDM (80 km, 1560.61 nm)	7000
SFP+:D8:1561.42	SFP+ DWDM (80 km, 1561.42 nm)	7000
SFP+:D8:1562.23	SFP+ DWDM (80 km, 1562.23 nm)	7000
SFP+:D8:1563.05	SFP+ DWDM (80 km, 1563.05 nm)	7000
SFP+:D8:1563.86	SFP+ DWDM (80 km, 1563.86 nm)	7000
QSFP+:SR	QSFP+ SR (850 nm, up to 300 m)	5000
QSFP+:LR	QSFP+ LR (1310 nm, up to 10 km)	10000
CFP:SR	CFP SR (850 nm, up to 300 m)	10000
CFP:LR	CFP LR (1310 nm, up to 10 km)	20000
CFP:ER	CFP ER (1550 nm, up to 40 km)	30000
# racks and rack equipment
R:ANSI	19 inch ANSI rack	1200
R:ETSI	23 inch ETSI rack	1250
UPS:500	Uninteruptable power supply 500 W	1500
UPS:1000	Uninteruptable power supply 1000 W	2000
UPS:2000	Uninteruptable power supply 2000 W	3000
FAN:3	Fan module with 3 fans	300
FAN:6	Fan module with 6 fans	500
FAN:9	Fan module with 9 fans	750
# software
SW:OS4:10	Software for Optical Switch OS4 R1.0	10
SW:OS4:11	Software for Optical Switch OS4 R1.1	10
SW:OS4:20	Software for Optical Switch OS4 R2.0	10
SW:OS6:10	Software for Optical Switch OS6 R1.0	10
SW:OS6:11	Software for Optical Switch OS6 R1.1	10
SW:OS6:20	Software for Optical Switch OS6 R2.0	10
SW:OS16:10	Software for Optical Switch OS16 R1.0	10
SW:OS16:11	Software for Optical Switch OS16 R1.1	10
SW:OS16:20	Software for Optical Switch OS16 R2.0	10
# licenses
LIC:100G	License for 100 G (per port)	1000
LIC:40G	License for 40 G (per port)	500
LIC:10G	License for 10 G (per port)	50
LIC:1G	License for 1 G (per port)	5
LIC:MPLS-TP	License for MPLS-TP	2000
NM:OS4	Network Manager connection license for OS4	1000
NM:OS6	Network Manager connection license for OS6	1200
NM:OS16	Network Manager connection license for OS16	2500
NM:S	Network Manager small server	1000
NM:M	Network Manager medium server	1500
NM:L	Network Manager large server	2500
LIC:NM:F	Fault Management license	2000
LIC:NM:C	Configuration Management license	3000
LIC:NM:A	Accounting Management license	4000
LIC:NM:P	Performance Management license	1000
LIC:NM:S	Security Management license	5000
# training
TR:BASIC	Basic training (per seat)	5000
TR:ADVANCED	Advanced training (per seat)	3000
